Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2016-07-12,4.82394,4.82394,4.82394,4.82394,110.5266106398
2016-07-13,4.74218,4.74218,4.74218,4.74218,220.0392156774
2016-07-14,4.73311,4.82394,4.54228,4.82394,298.1176470468
2016-07-20,4.82394,4.84208,4.82394,4.84208,676.3417366674
2016-07-21,4.72394,4.72394,4.72394,4.72394,220.0392156774
2016-07-22,4.45145,5.34179,4.06083,5.17818,4340.9579830182
2016-07-25,4.81486,5.1691,4.81486,5.1691,1209.7086834246
2016-07-27,4.90569,5.13281,4.90569,5.13281,218.011204473
2016-07-28,5.13281,5.13281,5.13281,5.13281,2.0280112044
2016-07-29,5.13281,5.32354,5.13281,5.32354,220.0392156774
2016-08-01,4.82394,5.17818,4.82394,5.17818,839.5966386216
2016-08-02,5.2691,5.63241,5.2691,5.54159,2930.476190358
